"id","y","x1","x2","x3","x4"
"1",1,0.59157391730696,5.78417087909434,0,0
"1",0,-0.720717531628907,7.29961936115444,0,1
"1",0,-0.769119956530631,5.15670298737573,0,0
"1",1,-1.12092947494239,5.046733527518,1,0
"1",0,-0.522044536657631,5.09658583408244,0,1
"1",1,1.9368768138811,5.0697662309003,1,0
"1",0,-1.38319079671055,3.15152722466233,0,1
"1",0,-1.63582400046289,3.32887294135776,1,0
"1",0,-1.43237236887217,4.9224610332088,0,1
"1",1,0.760028406046331,4.4189326194335,1,0
"1",0,0.477025933563709,5.05473652505743,1,1
"1",0,1.56557646859437,2.88879162673947,1,1
"1",0,0.691996370442212,3.50130174547324,1,1
"1",0,0.948310951702297,3.89851656106126,1,1
"1",0,0.0845429031178355,5.98605822106025,1,1
"1",1,0.639353798702359,3.90150999290988,1,1
"1",1,1.28722184058279,4.20048604642347,1,0
"1",0,1.14512620680034,5.07987381867405,0,1
"1",1,1.9192876694724,4.67725363817489,1,0
"1",1,-0.242273855023086,5.14641717866796,1,0
"1",0,-0.753191191703081,7.30506198204569,0,0
"1",0,-0.362100189551711,3.87539632874176,0,1
"1",0,-1.95813155267388,4.6945303600902,0,1
"1",0,-1.26460190396756,4.48324055025627,0,1
"1",0,1.37091727554798,6.51239542683245,1,1
"1",0,-1.07535287179053,4.23051507710972,0,1
"1",0,-1.04360017739236,4.91791309622428,1,1
"1",0,-1.69323533866554,5.78713361432271,0,1
"1",0,-1.01710528787225,3.9414094640516,0,1
"1",0,0.928540822118521,6.65517581574201,0,1
"1",0,1.38981266040355,5.67576241547425,1,1
"1",1,-0.00989093165844679,3.92579339046965,1,0
"1",0,-0.448363880626857,5.45457780905774,1,0
"1",0,-1.01420402340591,4.78669285676693,0,1
"1",0,-1.55561415478587,5.31322877199433,1,0
"1",0,-0.440022259019315,4.91002480298434,0,1
"1",0,0.287741255946457,6.07051603677834,1,1
"1",0,-1.13242894876748,3.64889961429667,1,0
"1",0,-0.220927991904318,4.47738330280408,0,0
"1",0,-1.12803732510656,4.7508093222446,0,1
"1",0,0.00919825304299593,4.00420127514867,0,0
"1",1,-0.584381712600589,3.96004495623381,1,0
"1",1,0.59994063526392,4.98201975942334,1,0
"1",0,-0.501144173555076,4.86782486714327,0,0
"1",1,-0.578218476846814,2.45065722524957,1,0
"1",1,0.134751781821251,6.04057345571938,0,0
"1",1,0.961337441578507,5.24972573598519,0,0
"1",0,-1.11558824870735,7.41620737314833,0,1
"1",0,-0.3490155255422,5.6851982380511,0,1
"1",1,-0.937253252603114,4.55304069103801,1,0
"1",0,0.519892213866115,7.7973911469581,1,1
"1",0,-1.26468603685498,7.83222602391551,1,0
"1",1,1.45457644574344,3.78128818370982,1,0
"1",0,0.98627201654017,5.46903195595542,1,1
"1",0,0.673138598911464,4.78875308136785,0,0
"1",1,0.472071493044496,5.18705114655401,1,0
"1",0,-0.511047759093344,5.22754272856881,1,1
"1",1,0.119342743419111,3.73809953713095,1,0
"1",1,1.49872937146574,5.28558958024256,1,0
"1",1,0.327000399120152,6.7492473631418,1,0
"2",1,1.35907105915248,4.8359099958652,1,0
"2",0,-0.750207340344787,4.83707328930155,1,1
"2",1,0.833161288872361,6.39857200633747,1,0
"2",0,-0.939928775653243,5.89839624068295,1,1
"2",0,0.377372776158154,3.35150518161872,0,1
"2",0,-0.0748407980427146,5.22855697326219,0,1
"2",0,-0.93986907415092,6.65354723467773,1,0
"2",0,0.258361739106476,6.41527634991914,1,1
"2",1,1.65275289211422,5.41995160381423,1,0
"2",0,1.6074975579977,5.72122080711289,1,1
"2",0,-0.903333513997495,3.80306478781132,0,1
"2",0,-0.714068974368274,5.30013156688137,0,1
"2",1,1.94256353750825,4.04555106481218,0,1
"2",0,0.479973240755498,4.54198193190306,0,1
"2",1,1.7492563566193,5.9356036837796,0,1
"2",0,-0.133869190700352,3.86310688830886,0,1
"2",0,-0.372669626958668,5.26691825087306,1,0
"2",0,0.636921296827495,5.42833203947154,0,1
"2",0,-1.39061353262514,5.05491196983963,0,1
"2",1,0.291468232870102,6.82218882183542,0,0
"2",1,-1.04509589262307,3.97765267142475,1,0
"2",1,1.84943574573845,5.6061302614356,0,0
"2",1,0.405462903901935,4.91106943254933,0,0
"2",1,0.0601189089938998,4.73916775616608,0,0
"2",0,-0.389706631191075,5.46409123385238,0,1
"2",1,1.52098616492003,3.97959940931607,1,0
"2",0,-0.543632540851831,3.68654908348159,1,0
"2",1,-0.847042877227068,4.50551912451658,1,0
"2",0,-1.3174190595746,6.75175714975545,1,0
"2",0,-1.31131301447749,5.05576477461252,1,1
"2",0,-0.0718295779079199,5.33143439822789,0,1
"2",1,-0.988140285946429,4.81015336232246,1,0
"2",0,-1.1349808415398,5.47049273195383,0,1
"2",1,0.697505552321672,4.04832045698285,0,0
"2",0,-1.80934549029917,6.15791046656864,1,0
"2",0,0.803412349894643,5.58470526024135,1,1
"2",1,-0.592445446178317,4.19354717730829,0,0
"2",1,-0.364224008284509,5.05455324581199,1,0
"2",0,1.283805295825,5.71633161949912,1,1
"2",1,1.67542939260602,5.5577309820546,1,0
"2",0,-0.869886679574847,6.48193401587688,0,1
"2",1,1.84441917482764,4.38701224510515,0,0
"2",0,0.9135777130723,6.11613661549039,0,1
"2",0,0.745500328019261,6.03654800994122,0,1
"2",0,-1.78862422890961,4.83751686809715,1,0
"2",0,-0.41911946143955,4.02407330717811,1,1
"2",0,-0.0886184806004167,3.91085480911548,1,1
"2",1,0.241013054735959,5.45778695794497,0,0
"2",1,0.793046379461884,4.92887326627911,1,0
"2",0,1.6627341536805,6.77910266685145,0,1
"2",1,0.473404909484088,5.5351379604962,0,0
"2",1,-0.286313964985311,4.6280551248365,1,0
"2",0,0.168321468867362,3.97445775150289,0,0
"2",0,-1.76608604565263,4.41759832539475,0,1
"2",0,-0.956572571769357,5.34288839289733,0,1
"2",1,-0.411392186768353,4.54906535294335,0,0
"2",0,-1.20902105327696,5.51423012023069,0,1
"2",0,1.32771025132388,4.66566194783022,1,1
"2",0,-1.38845110870898,4.89444009120552,1,0
"2",1,1.21367416810244,4.26949032719217,0,0
"3",0,0.187304626218975,6.9050435849087,0,1
"3",0,0.649270568042994,5.33262173147039,0,1
"3",0,-1.31320602446795,5.23063364049945,0,0
"3",0,0.532221439294517,3.30813758511593,1,1
"3",0,-0.75252101290971,5.65979189954933,0,1
"3",1,0.89821738563478,3.97637641112029,1,0
"3",1,-0.404240701347589,4.1084784256457,0,0
"3",0,1.87742564454675,5.91834117102165,0,1
"3",0,1.86959348246455,4.54729935349177,1,1
"3",0,0.906810156069696,3.25162771999682,0,1
"3",0,-0.971133014187217,6.76990410988935,1,0
"3",0,-1.11284826137125,2.62259307460748,1,1
